id,type,truth,hal_label,QA_ITA,PA_ITA,QA_ITC,PA_ITC,QA_FSA,PA_FSA,QA_FSC,PA_FSC,PA_ITA_ITC,PA_ITA_FSA,PA_ITA_FSC,PA_ITC_FSA,PA_ITC_FSC,PA_FSA_FSC
1005,discriminative-attribute-state,yes,0,0.8181818181818182,0.6727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.8268398268398268,0.7666666666666667,0.7666666666666667,1.0,1.0,1.0
1007,discriminative-attribute-state,yes,1,1.0,1.0,0.18181818181818182,0.6727272727272727,1.0,1.0,0.2,0.6,0.4935064935064935,1.0,0.6,0.475,0.675,0.4666666666666667
1009,discriminative-attribute-state,yes,1,0.45454545454545453,0.45454545454545453,0.0,1.0,0.4,0.4,0.2,0.6,0.6320346320346321,0.475,0.5,0.7666666666666667,0.875,0.5333333333333333
1011,discriminative-attribute-state,yes,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1013,discriminative-attribute-number,yes,0,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.8181818181818182,1.0,1.0,0.8,0.6,0.8268398268398268,0.875,0.7666666666666667,0.875,0.7666666666666667,0.8
1015,discriminative-attribute-state,yes,1,0.7272727272727273,0.5636363636363636,0.7272727272727273,0.5636363636363636,0.4,0.4,0.6,0.4,0.5844155844155844,0.5,0.5416666666666666,0.5,0.5416666666666666,0.4444444444444444
1017,discriminative-attribute-action,yes,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1019,discriminative-attribute-number,yes,1,0.6363636363636364,0.4909090909090909,0.0,1.0,0.6,0.4,0.0,1.0,0.5454545454545454,0.5,0.475,0.675,1.0,0.5333333333333333
1021,discriminative-attribute-state,yes,0,1.0,1.0,1.0,1.0,0.6,0.4,1.0,1.0,1.0,0.7666666666666667,1.0,0.7666666666666667,1.0,0.6444444444444445
1023,discriminative-attribute-state,yes,1,1.0,1.0,0.36363636363636365,0.4909090909090909,1.0,1.0,0.8,0.6,0.5454545454545454,1.0,0.875,0.475,0.4666666666666667,0.8
1025,discriminative-attribute-state,yes,1,1.0,1.0,0.0,1.0,1.0,1.0,0.2,0.6,0.47619047619047616,1.0,0.6,0.5416666666666666,0.875,0.4666666666666667
1027,discriminative-attribute-state,yes,0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.6727272727272727,0.8,0.6,0.8,0.6,0.4805194805194805,0.5416666666666666,0.5416666666666666,0.675,0.675,0.6444444444444445
1029,discriminative-attribute-state,yes,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1031,discriminative-attribute-action,yes,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1033,discriminative-attribute-state,yes,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1035,discriminative-attribute-state,yes,1,0.8181818181818182,0.6727272727272727,0.8181818181818182,0.6727272727272727,0.8,0.6,0.8,0.6,0.6883116883116883,0.675,0.675,0.675,0.675,0.6444444444444445
1037,discriminative-attribute-state,yes,1,0.7272727272727273,0.5636363636363636,0.36363636363636365,0.4909090909090909,0.0,1.0,0.0,1.0,0.4805194805194805,0.4666666666666667,0.4666666666666667,0.6,0.6,1.0
1039,discriminative-attribute-state,yes,0,0.8181818181818182,0.6727272727272727,0.8181818181818182,0.6727272727272727,1.0,1.0,1.0,1.0,0.6883116883116883,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,1.0
1041,discriminative-attribute-state,yes,1,0.45454545454545453,0.45454545454545453,0.0,1.0,0.0,1.0,0.2,0.6,0.6320346320346321,0.5416666666666666,0.5,1.0,0.875,0.8
1043,discriminative-attribute-state,yes,1,0.45454545454545453,0.45454545454545453,0.0,1.0,0.2,0.6,0.0,1.0,0.6320346320346321,0.5,0.5416666666666666,0.875,1.0,0.8
1045,discriminative-attribute-number,yes,0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,1.0,1.0,0.875,1.0,0.875,0.8
1047,discriminative-attribute-number,yes,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1049,discriminative-attribute-state,yes,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1051,discriminative-attribute-action,yes,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1053,discriminative-attribute-state,yes,1,0.9090909090909091,0.8181818181818182,0.45454545454545453,0.45454545454545453,1.0,1.0,0.0,1.0,0.5454545454545454,0.875,0.5,0.5,0.5416666666666666,0.4444444444444444
1055,discriminative-attribute-state,yes,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1057,discriminative-attribute-state,yes,1,0.2727272727272727,0.5636363636363636,0.18181818181818182,0.6727272727272727,0.0,1.0,0.0,1.0,0.6320346320346321,0.675,0.675,0.7666666666666667,0.7666666666666667,1.0
1059,discriminative-attribute-state,yes,1,0.9090909090909091,0.8181818181818182,1.0,1.0,0.0,1.0,0.6,0.4,0.9090909090909091,0.5,0.675,0.5416666666666666,0.7666666666666667,0.5333333333333333
